CONCEPT_ID,OPERATOR,ELEMENT_NAME,FILTER,TITLE,ID,short_name
1026,=,funccom_levell,1,"Autism Diagnostic Interview, Revised (ADI-R)",271,adi_200304
1027,=,funccom_levell,2,"Autism Diagnostic Interview, Revised (ADI-R)",273,adi_200304
1028,=,codinga2_olang_a,3,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 1",287,ados1_201201
1028,=,codinga_olang_a,8,Adapted ADOS Module 1,276,aados_m101
1028,=,codinga_olang_a,8,Autism Diagnostic Observation Schedule (ADOS) - Module 1 (2007),276,ados1_200701
1028,=,codinga_olang_a,8,Autism Diagnostic Observation Schedule (ADOS)- Module 1,276,ados1_200102
1028,=,codinga_olang_b,2,Adapted ADOS Module 2,282,aados_m201
1028,=,codinga_olang_b,2,Autism Diagnostic Observation Schedule (ADOS) - Module 2 (2007),282,ados2_200701
1028,=,codinga_olang_b,2,Autism Diagnostic Observation Schedule (ADOS)- Module 2,282,ados2_200102
1029,=,codinga2_olang_a,4,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 1",286,ados1_201201
1029,=,codinga_olang_a,3,Adapted ADOS Module 1,275,aados_m101
1029,=,codinga_olang_a,3,Autism Diagnostic Observation Schedule (ADOS) - Module 1 (2007),275,ados1_200701
1029,=,codinga_olang_a,3,Autism Diagnostic Observation Schedule (ADOS)- Module 1,275,ados1_200102
1029,=,codinga_olang_b,3,Adapted ADOS Module 2,281,aados_m201
1029,=,codinga_olang_b,3,Autism Diagnostic Observation Schedule (ADOS) - Module 2 (2007),281,ados2_200701
1029,=,codinga_olang_b,3,Autism Diagnostic Observation Schedule (ADOS)- Module 2,281,ados2_200102
1030,=,codinga_olang_a,2,Adapted ADOS Module 1,274,aados_m101
1030,=,codinga_olang_a,2,Autism Diagnostic Observation Schedule (ADOS) - Module 1 (2007),274,ados1_200701
1030,=,codinga_olang_a,2,Autism Diagnostic Observation Schedule (ADOS)- Module 1,274,ados1_200102
1030,=,codinga_olang_b,7,Adapted ADOS Module 2,280,aados_m201
1030,=,codinga_olang_b,7,Autism Diagnostic Observation Schedule (ADOS) - Module 2 (2007),280,ados2_200701
1030,=,codinga_olang_b,7,Autism Diagnostic Observation Schedule (ADOS)- Module 2,280,ados2_200102
1034,=,scl5_nameobj_total,0,Mullen Scales of Early Learning,288,mullen03
1035,in,scl5_nameobj_total,1;2,Mullen Scales of Early Learning,289,mullen03
1036,=,scl5_picname_tot,0,Mullen Scales of Early Learning,290,mullen03
1324,in,info_apgar1,0;1; 2; 3; 4; 5;6,Brown Child Demographics,4859,brchdem01
1324,in,info_apgar1,0;1; 2; 3; 4; 5;6,Infant Medical History Questionnaire,4859,infant_med_hx01
1324,in,info_apgar1,0;1; 2; 3; 4; 5;6,Medical History Form,4859,medhist_ucsf01
1324,in,info_apgar1,0;1; 2; 3; 4; 5;6,Mullen Scales of Early Learning,4859,mullen03
1324,in,ldnb_fapgar,0;1; 2; 3; 4; 5;6,NIMH Medical History Questionnaire,4861,nimh_medical_history_ques01
1324,in,ldnb_fapgar,0;1; 2; 3; 4; 5;6,NYU Medical History Form,4861,nyu_medical_history01
1325,in,info_apgar1,7;8;9;10,Brown Child Demographics,4860,brchdem01
1325,in,info_apgar1,7;8;9;10,Infant Medical History Questionnaire,4860,infant_med_hx01
1325,in,info_apgar1,7;8;9;10,Medical History Form,4860,medhist_ucsf01
1325,in,info_apgar1,7;8;9;10,Mullen Scales of Early Learning,4860,mullen03
1325,in,ldnb_fapgar,7;8;9;10,NIMH Medical History Questionnaire,4862,nimh_medical_history_ques01
1325,in,ldnb_fapgar,7;8;9;10,NYU Medical History Form,4862,nyu_medical_history01
1326,in,info_apgar5,0;1; 2; 3; 4; 5;6,Brown Child Demographics,4865,brchdem01
1326,in,info_apgar5,0;1; 2; 3; 4; 5;6,Infant Medical History Questionnaire,4865,infant_med_hx01
1326,in,info_apgar5,0;1; 2; 3; 4; 5;6,Medical History Form,4865,medhist_ucsf01
1326,in,info_apgar5,0;1; 2; 3; 4; 5;6,Mullen Scales of Early Learning,4865,mullen03
1326,in,ldnb_sapgar,0;1; 2; 3; 4; 5;6,NIMH Medical History Questionnaire,4867,nimh_medical_history_ques01
1326,in,ldnb_sapgar,0;1; 2; 3; 4; 5;6,NYU Medical History Form,4867,nyu_medical_history01
1327,in,info_apgar5,7;8;9;10,Brown Child Demographics,4866,brchdem01
1327,in,info_apgar5,7;8;9;10,Infant Medical History Questionnaire,4866,infant_med_hx01
1327,in,info_apgar5,7;8;9;10,Medical History Form,4866,medhist_ucsf01
1327,in,info_apgar5,7;8;9;10,Mullen Scales of Early Learning,4866,mullen03
1327,in,ldnb_sapgar,7;8;9;10,NIMH Medical History Questionnaire,4868,nimh_medical_history_ques01
1327,in,ldnb_sapgar,7;8;9;10,NYU Medical History Form,4868,nyu_medical_history01
10331,=,expressive_15,0,Vineland-II - Survey Form (2005),3692,vinelandsurvey_200505
10332,<,mcg_vc_totpr,6,MacArthur-Bates CDI  - Words and Gestures Form,3693,mci_words_gestures01
10332,<,mcs_vc_total,6,MacArthur-Bates CDI - Words and Sentences Form,3694,mci_sentences02
10422,=,community_14,0,Vineland-II - Survey Form (2005),292,vinelandsurvey_200505
10422,=,community_21,0,Vineland-II - Survey Form (2005),293,vinelandsurvey_200505
10423,in,community_14,1;2,Vineland-II - Survey Form (2005),294,vinelandsurvey_200505
10423,in,community_21,1;2,Vineland-II - Survey Form (2005),295,vinelandsurvey_200505
10425,in,community_17,1;2,Vineland-II - Survey Form (2005),296,vinelandsurvey_200505
10425,in,community_23,1;2,Vineland-II - Survey Form (2005),297,vinelandsurvey_200505
10425,in,community_27,1;2,Vineland-II - Survey Form (2005),298,vinelandsurvey_200505
10425,in,community_8,1;2,Vineland-II - Survey Form (2005),299,vinelandsurvey_200505
10426,=,community_17,0,Vineland-II - Survey Form (2005),300,vinelandsurvey_200505
10426,=,community_23,0,Vineland-II - Survey Form (2005),301,vinelandsurvey_200505
10426,=,community_27,0,Vineland-II - Survey Form (2005),302,vinelandsurvey_200505
10426,=,community_8,0,Vineland-II - Survey Form (2005),303,vinelandsurvey_200505
10428,between,scl5_count_total,1::3,Mullen Scales of Early Learning,306,mullen03
10428,in,community_4,1;2,Vineland-II - Survey Form (2005),304,vinelandsurvey_200505
10428,in,scl4_concept_total,1;2,Mullen Scales of Early Learning,305,mullen03
10429,=,community_4,0,Vineland-II - Survey Form (2005),307,vinelandsurvey_200505
10429,=,scl4_concept_total,0,Mullen Scales of Early Learning,308,mullen03
10429,=,scl5_count_total,0,Mullen Scales of Early Learning,309,mullen03
10451,=,scl4_cmds_total,1,Mullen Scales of Early Learning,1092,mullen03
10451,=,scl4_dirn_total,1,Mullen Scales of Early Learning,1093,mullen03
10451,=,scl4_follow_unrelatedcmd,1,Mullen Scales of Early Learning,1094,mullen03
10451,=,scl4_urcmds_total,1,Mullen Scales of Early Learning,1095,mullen03
10451,in,playleisuretime_18,1;2,Vineland-II - Survey Form (2005),2315,vinelandsurvey_200505
10451,in,playleisuretime_28,1;2,Vineland-II - Survey Form (2005),2316,vinelandsurvey_200505
10451,in,receptive_10,1;2,Vineland-II - Survey Form (2005),2317,vinelandsurvey_200505
10451,in,receptive_12,1;2,Vineland-II - Survey Form (2005),2318,vinelandsurvey_200505
10451,in,receptive_13,1;2,Vineland-II - Survey Form (2005),2319,vinelandsurvey_200505
10451,in,receptive_16,1;2,Vineland-II - Survey Form (2005),2320,vinelandsurvey_200505
10451,in,receptive_17,1;2,Vineland-II - Survey Form (2005),2321,vinelandsurvey_200505
10452,=,playleisuretime_18,0,Vineland-II - Survey Form (2005),1096,vinelandsurvey_200505
10452,=,playleisuretime_28,0,Vineland-II - Survey Form (2005),1097,vinelandsurvey_200505
10452,=,receptive_10,0,Vineland-II - Survey Form (2005),1098,vinelandsurvey_200505
10452,=,receptive_12,0,Vineland-II - Survey Form (2005),1099,vinelandsurvey_200505
10452,=,receptive_13,0,Vineland-II - Survey Form (2005),1100,vinelandsurvey_200505
10452,=,receptive_16,0,Vineland-II - Survey Form (2005),1101,vinelandsurvey_200505
10452,=,receptive_17,0,Vineland-II - Survey Form (2005),1102,vinelandsurvey_200505
10452,=,scl4_cmds_total,0,Mullen Scales of Early Learning,1103,mullen03
10452,=,scl4_dirn_total,0,Mullen Scales of Early Learning,1104,mullen03
10452,=,scl4_follow_unrelatedcmd,0,Mullen Scales of Early Learning,1105,mullen03
10452,=,scl4_urcmds_total,0,Mullen Scales of Early Learning,1106,mullen03
10453,=,parentreport_44,1,"SRS-2. Adult, Preschool and School Age",1107,srs201
10453,=,parentreport_44,1,Social Responsiveness Scale (SRS),1107,srs02
10453,=,srsprs_q44,1,SRS-2. Preschool Version,1108,srs2_preschool01
10453,=,srsprs_q44,1,Social Responsiveness Scale (SRS) - Preschool Version,1108,srs_preschool_200601
10453,?,celf4_cfd_scld_scr,,"CELF-4 Clinical Eval of Lang Fundamentals, 4th ed",568,celf_402
10453,between,ccc2itm40,1::3,Children's Communication Checklist - 2,2322,ccc201
10453,between,leit_so_ss,13::19,"Leiter International Performance Scale-Revised (Leiter-R), Visualization and Reasoning Battery",569,leiter_vr01
10453,between,leit_so_ss,13::19,Leiter-3,569,leiter301
10453,in,written_15,1;2,Vineland-II - Survey Form (2005),2323,vinelandsurvey_200505
10454,=,ccc2itm40,0,Children's Communication Checklist - 2,1109,ccc201
10454,=,written_15,0,Vineland-II - Survey Form (2005),1110,vinelandsurvey_200505
10454,?,celf4_cfd_scld_scr,,"CELF-4 Clinical Eval of Lang Fundamentals, 4th ed",570,celf_402
10454,between,leit_so_ss,0::12,"Leiter International Performance Scale-Revised (Leiter-R), Visualization and Reasoning Battery",571,leiter_vr01
10454,between,leit_so_ss,0::12,Leiter-3,571,leiter301
10454,between,parentreport_44,2::4,"SRS-2. Adult, Preschool and School Age",2324,srs201
10454,between,parentreport_44,2::4,Social Responsiveness Scale (SRS),2324,srs02
10454,between,srsprs_q44,2::4,SRS-2. Preschool Version,2325,srs2_preschool01
10454,between,srsprs_q44,2::4,Social Responsiveness Scale (SRS) - Preschool Version,2325,srs_preschool_200601
10471,=,current_imaginegame,Yes,Social Communication Questionnaire (SCQ) - Current Form,1111,scq_current04
10471,=,current_makebelievegame,Yes,Social Communication Questionnaire (SCQ) - Current Form,1112,scq_current04
10471,=,lifetime_imaginegame,Yes,Social Communication Questionnaire (SCQ) - Lifetime,1113,scq_lifetime04
10471,=,lifetime_makebelievegame,Yes,Social Communication Questionnaire (SCQ) - Lifetime,1114,scq_lifetime04
10471,between,codingc_imgcr_a,0::2,Autism Diagnostic Observation Schedule (ADOS) - Module 1 (2007),2326,ados1_200701
10471,between,codingc_imgcr_a,0::2,Autism Diagnostic Observation Schedule (ADOS)- Module 1,2326,ados1_200102
10471,between,codingc_imgcr_a,0::2,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 1",2326,ados1_201201
10471,between,codingc_imgcr_b,0::2,Adapted ADOS Module 2,2327,aados_m201
10471,between,codingc_imgcr_b,0::2,Autism Diagnostic Observation Schedule (ADOS) - Module 2 (2007),2327,ados2_200701
10471,between,codingc_imgcr_b,0::2,Autism Diagnostic Observation Schedule (ADOS)- Module 2,2327,ados2_200102
10471,between,codingc_imgcr_b,0::2,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 2",2327,ados2_201201
10471,between,codingc_imgcr_c,0::2,Autism Diagnostic Observation Schedule (ADOS) - Module 3,2328,ados3_200103
10471,between,codingc_imgcr_c,0::2,Autism Diagnostic Observation Schedule (ADOS)- Module 3,2328,ados3_200102
10471,between,codingc_imgcr_c,0::2,Autism Diagnostic Observation Schedule (ADOS)- Module 3 (2007),2328,ados3_200701
10471,between,codingc_imgcr_c,0::2,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 3",2328,ados3_201201
10471,between,codingc_imgcr_d,0::2,Autism Diagnostic Observation Schedule (ADOS) - Module 4,2329,ados4_200102
10471,between,codingc_imgcr_d,0::2,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 4",2329,ados4_201201
10471,between,funccom_cpeerpl,0::2,"Autism Diagnostic Interview, Revised (ADI-R)",2330,adi_200304
10471,between,funccom_cplay,0::2,"Autism Diagnostic Interview, Revised (ADI-R)",2331,adi_200304
10471,between,funccom_peerpl5,0::2,"Autism Diagnostic Interview, Revised (ADI-R)",2332,adi_200304
10471,between,funccom_play5,0::2,"Autism Diagnostic Interview, Revised (ADI-R)",2333,adi_200304
10471,between,parentreport_40,2::4,"SRS-2. Adult, Preschool and School Age",2334,srs201
10471,between,parentreport_40,2::4,Social Responsiveness Scale (SRS),2334,srs02
10471,between,srsprs_q40,2::4,SRS-2. Preschool Version,2337,srs2_preschool01
10471,between,srsprs_q40,2::4,Social Responsiveness Scale (SRS) - Preschool Version,2337,srs_preschool_200601
10471,in,playleisuretime_11,1;2,Vineland-II - Survey Form (2005),2335,vinelandsurvey_200505
10471,in,playleisuretime_13,1;2,Vineland-II - Survey Form (2005),2336,vinelandsurvey_200505
10472,=,codingc_imgcr_a,3,Autism Diagnostic Observation Schedule (ADOS) - Module 1 (2007),1115,ados1_200701
10472,=,codingc_imgcr_a,3,Autism Diagnostic Observation Schedule (ADOS)- Module 1,1115,ados1_200102
10472,=,codingc_imgcr_a,3,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 1",1115,ados1_201201
10472,=,codingc_imgcr_b,3,Adapted ADOS Module 2,1116,aados_m201
10472,=,codingc_imgcr_b,3,Autism Diagnostic Observation Schedule (ADOS) - Module 2 (2007),1116,ados2_200701
10472,=,codingc_imgcr_b,3,Autism Diagnostic Observation Schedule (ADOS)- Module 2,1116,ados2_200102
10472,=,codingc_imgcr_b,3,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 2",1116,ados2_201201
10472,=,codingc_imgcr_c,3,Autism Diagnostic Observation Schedule (ADOS) - Module 3,1117,ados3_200103
10472,=,codingc_imgcr_c,3,Autism Diagnostic Observation Schedule (ADOS)- Module 3,1117,ados3_200102
10472,=,codingc_imgcr_c,3,Autism Diagnostic Observation Schedule (ADOS)- Module 3 (2007),1117,ados3_200701
10472,=,codingc_imgcr_c,3,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 3",1117,ados3_201201
10472,=,codingc_imgcr_d,3,Autism Diagnostic Observation Schedule (ADOS) - Module 4,1118,ados4_200102
10472,=,codingc_imgcr_d,3,"Autism Diagnostic Observation Schedule, 2nd Edition (ADOS-2) - Module 4",1118,ados4_201201
10472,=,current_imaginegame,No,Social Communication Questionnaire (SCQ) - Current Form,1119,scq_current04
10472,=,current_makebelievegame,No,Social Communication Questionnaire (SCQ) - Current Form,1120,scq_current04
10472,=,funccom_cpeerpl,3,"Autism Diagnostic Interview, Revised (ADI-R)",1121,adi_200304
10472,=,funccom_cplay,3,"Autism Diagnostic Interview, Revised (ADI-R)",1122,adi_200304
10472,=,funccom_peerpl5,3,"Autism Diagnostic Interview, Revised (ADI-R)",1123,adi_200304
10472,=,funccom_play5,3,"Autism Diagnostic Interview, Revised (ADI-R)",1124,adi_200304
10472,=,lifetime_imaginegame,No,Social Communication Questionnaire (SCQ) - Lifetime,1125,scq_lifetime04
10472,=,lifetime_makebelievegame,No,Social Communication Questionnaire (SCQ) - Lifetime,1126,scq_lifetime04
10472,=,parentreport_40,0,"SRS-2. Adult, Preschool and School Age",1127,srs201
10472,=,parentreport_40,0,Social Responsiveness Scale (SRS),1127,srs02
10472,=,playleisuretime_11,0,Vineland-II - Survey Form (2005),1128,vinelandsurvey_200505
10472,=,playleisuretime_13,0,Vineland-II - Survey Form (2005),1129,vinelandsurvey_200505
10472,=,srsprs_q40,0,SRS-2. Preschool Version,1130,srs2_preschool01
10472,=,srsprs_q40,0,Social Responsiveness Scale (SRS) - Preschool Version,1130,srs_preschool_200601
10481,=,scl2_attnd_pic,1,Mullen Scales of Early Learning,1172,mullen03
10481,=,scl2_car_underwashcloth,1,Mullen Scales of Early Learning,1173,mullen03
10481,=,scl2_lookdropspoon,1,Mullen Scales of Early Learning,1174,mullen03
10481,=,scl2_mtchpic_total,1,Mullen Scales of Early Learning,1175,mullen03
10481,=,scl2_onepic_memory,1,Mullen Scales of Early Learning,1176,mullen03
10481,=,scl2_pullcord,1,Mullen Scales of Early Learning,1177,mullen03
10481,=,scl2_threepic_mem_tot,1,Mullen Scales of Early Learning,1178,mullen03
10481,=,scl2_toy_covered,1,Mullen Scales of Early Learning,1179,mullen03
10481,=,scl3_fourblockdrawer,1,Mullen Scales of Early Learning,1180,mullen03
10481,?,wppsi_bld_scldscre,,WIPPSI 2y6m to 3y11m,604,wippsi2y6m_3y11m01
10481,?,wppsi_bld_scldscre,,WPPSI-III Ages 4:0 to 7:3,604,wppsi_4y0m_to_7y3m_200202
10481,?,wppsi_pcn_scldscre,,WIPPSI 2y6m to 3y11m,605,wippsi2y6m_3y11m01
10481,?,wppsi_pcn_scldscre,,WPPSI-III Ages 4:0 to 7:3,605,wppsi_4y0m_to_7y3m_200202
10481,between,leit_c_ss,13::19,"Leiter International Performance Scale-Revised (Leiter-R), Visualization and Reasoning Battery",601,leiter_vr01
10481,between,leit_c_ss,13::19,Leiter-3,601,leiter301
10481,between,leit_pc_ss,13::19,"Leiter International Performance Scale-Revised (Leiter-R), Visualization and Reasoning Battery",602,leiter_vr01
10481,between,scl2_disc_total,1::4,Mullen Scales of Early Learning,2348,mullen03
10481,between,scl3_copyshape_total,1::5,Mullen Scales of Early Learning,2352,mullen03
10481,between,scl3_draw_total,1::3,Mullen Scales of Early Learning,2353,mullen03
10481,between,ss_blockdesigntscoreperf4,50::80,WASI-2,603,wasi201
10481,between,ss_blockdesigntscoreperf4,50::80,Wechsler Abbreviated Scale of Intelligence (WASI),603,wasi_199903
10481,in,fine_12,1;2,Vineland-II - Survey Form (2005),599,vinelandsurvey_200505
10481,in,fine_17,1;2,Vineland-II - Survey Form (2005),600,vinelandsurvey_200505
10481,in,scl2_hiddenring_total,1;2,Mullen Scales of Early Learning,2349,mullen03
10481,in,scl2_nestcup_three,1;2,Mullen Scales of Early Learning,2350,mullen03
10481,in,scl3_copy_total,1;2,Mullen Scales of Early Learning,2351,mullen03
10481,in,scl3_fourblock_total,1;2,Mullen Scales of Early Learning,2354,mullen03
10482,=,fine_12,0,Vineland-II - Survey Form (2005),606,vinelandsurvey_200505
10482,=,fine_17,0,Vineland-II - Survey Form (2005),607,vinelandsurvey_200505
10482,=,scl2_attnd_pic,0,Mullen Scales of Early Learning,1181,mullen03
10482,=,scl2_car_underwashcloth,0,Mullen Scales of Early Learning,1182,mullen03
10482,=,scl2_disc_total,0,Mullen Scales of Early Learning,1183,mullen03
10482,=,scl2_hiddenring_total,0,Mullen Scales of Early Learning,1184,mullen03
10482,=,scl2_lookdropspoon,0,Mullen Scales of Early Learning,1185,mullen03
10482,=,scl2_mtchpic_total,0,Mullen Scales of Early Learning,1186,mullen03
10482,=,scl2_nestcup_three,0,Mullen Scales of Early Learning,1187,mullen03
10482,=,scl2_onepic_memory,0,Mullen Scales of Early Learning,1188,mullen03
10482,=,scl2_pullcord,0,Mullen Scales of Early Learning,1189,mullen03
10482,=,scl2_threepic_mem_tot,0,Mullen Scales of Early Learning,1190,mullen03
10482,=,scl2_toy_covered,0,Mullen Scales of Early Learning,1191,mullen03
10482,=,scl3_copy_total,0,Mullen Scales of Early Learning,1192,mullen03
10482,=,scl3_copyshape_total,0,Mullen Scales of Early Learning,1193,mullen03
10482,=,scl3_draw_total,0,Mullen Scales of Early Learning,1194,mullen03
10482,=,scl3_fourblock_total,0,Mullen Scales of Early Learning,1195,mullen03
10482,=,scl3_fourblockdrawer,0,Mullen Scales of Early Learning,1196,mullen03
10482,?,wppsi_bld_scldscre,,WIPPSI 2y6m to 3y11m,611,wippsi2y6m_3y11m01
10482,?,wppsi_bld_scldscre,,WPPSI-III Ages 4:0 to 7:3,611,wppsi_4y0m_to_7y3m_200202
10482,?,wppsi_pcn_scldscre,,WIPPSI 2y6m to 3y11m,612,wippsi2y6m_3y11m01
10482,?,wppsi_pcn_scldscre,,WPPSI-III Ages 4:0 to 7:3,612,wppsi_4y0m_to_7y3m_200202
10482,between,leit_c_ss,0::12,"Leiter International Performance Scale-Revised (Leiter-R), Visualization and Reasoning Battery",608,leiter_vr01
10482,between,leit_c_ss,0::12,Leiter-3,608,leiter301
10482,between,leit_pc_ss,0::12,"Leiter International Performance Scale-Revised (Leiter-R), Visualization and Reasoning Battery",609,leiter_vr01
10482,between,ss_blockdesigntscoreperf4,20::49,WASI-2,610,wasi201
10482,between,ss_blockdesigntscoreperf4,20::49,Wechsler Abbreviated Scale of Intelligence (WASI),610,wasi_199903
10491,in,mbcriticalitems_12,1;2,Vineland-II - Survey Form (2005),2338,vinelandsurvey_200505
10492,=,mbcriticalitems_12,0,Vineland-II - Survey Form (2005),1131,vinelandsurvey_200505
10493,between,parentreport_49,2::4,"SRS-2. Adult, Preschool and School Age",2339,srs201
10493,between,parentreport_49,2::4,Social Responsiveness Scale (SRS),2339,srs02
10493,between,srsprs_q49,2::4,SRS-2. Preschool Version,2340,srs2_preschool01
10493,between,srsprs_q49,2::4,Social Responsiveness Scale (SRS) - Preschool Version,2340,srs_preschool_200601
10494,=,parentreport_49,1,"SRS-2. Adult, Preschool and School Age",1132,srs201
10494,=,parentreport_49,1,Social Responsiveness Scale (SRS),1132,srs02
10494,=,srsprs_q49,1,SRS-2. Preschool Version,1133,srs2_preschool01
10494,=,srsprs_q49,1,Social Responsiveness Scale (SRS) - Preschool Version,1133,srs_preschool_200601
10511,=,bsid_cog68,1,Bayley-III Scales of Infant Development,4211,bsid_iii01
10511,=,gom34,1,Gernsbacher Motor Interview,4203,gernsomi01
10511,=,gom35,1,Gernsbacher Motor Interview,4201,gernsomi01
10511,=,leit_da_csquare,1,"Leiter International Performance Scale-Revised (Leiter-R), Visualization and Reasoning Battery",4197,leiter_vr01
10511,=,pls5_ac_37,1,Preschool Language Scales Fifth edition (PLS-5),4177,pls501
10511,=,pls_ac41_ico,1,"Preschool Language Scale, Third Edition (PLS-3)",4175,pls_301
10511,=,scl2_mtchsize_largered,Yes,Mullen Scales of Early Learning,4171,mullen03
10511,=,scl2_mtchsize_largeyellow,Yes,Mullen Scales of Early Learning,4169,mullen03
10511,=,scl2_mtchsize_smallred,Yes,Mullen Scales of Early Learning,4167,mullen03
10511,=,scl2_mtchsize_smallyellow,Yes,Mullen Scales of Early Learning,4165,mullen03
10511,=,scl2_mtchsize_total,1,Mullen Scales of Early Learning,4163,mullen03
10511,=,scl4_color_black,Yes,Mullen Scales of Early Learning,4161,mullen03
10511,=,scl4_color_blue,Yes,Mullen Scales of Early Learning,4159,mullen03
10511,=,scl4_color_brown,Yes,Mullen Scales of Early Learning,4157,mullen03
10511,=,scl4_color_green,Yes,Mullen Scales of Early Learning,4155,mullen03
10511,=,scl4_color_orange,Yes,Mullen Scales of Early Learning,4153,mullen03
10511,=,scl4_color_purple,Yes,Mullen Scales of Early Learning,4151,mullen03
10511,=,scl4_color_red,Yes,Mullen Scales of Early Learning,4149,mullen03
10511,=,scl4_color_total,1,Mullen Scales of Early Learning,4147,mullen03
10511,=,scl4_color_yellow,Yes,Mullen Scales of Early Learning,4145,mullen03
10511,=,sensory_c_119,5,Sensory Profile Caregiver,4137,sens_car01
10511,=,spmc_finemotor01,0,Sensory Processing and Motor Control Questionnaire,4133,spmcq01
10511,between,leit_c_color,1::3,"Leiter International Performance Scale-Revised (Leiter-R), Visualization and Reasoning Battery",4199,leiter_vr01
10511,between,leit_m_colshape,1::3,"Leiter International Performance Scale-Revised (Leiter-R), Visualization and Reasoning Battery",4195,leiter_vr01
10511,between,leit_m_csquare,1::3,"Leiter International Performance Scale-Revised (Leiter-R), Visualization and Reasoning Battery",4193,leiter_vr01
10511,between,pdp188,1::3,PDD Behavior Inventory (Parent),4179,pdd_bip01
10511,between,pdp188,1::3,PDD Behavior Inventory (Teacher),4179,pdd_bit01
10511,between,sensory_a_17,2::5,Sensory Profile Adult,4139,sens_ad01
10511,between,sensory_t_20,1::4,Sensory Profile Toddler,4135,sens_tod01
10511,in,expressive_30,1;2,Vineland-II - Survey Form (2005),4209,vinelandsurvey_200505
